Unnamed: 0,date,day,hour_rounded,line_num,line_name,direction,alternative,agency_name,route_type,origin_city,origin_station,destination_city,destination_station,number_of_stops,route_length_km,departure_time_planned,arrival_time_planned,duration_min_planned,duration_min_actual,duration_difference_min,speed_kmh_planned,speed_kmh_actual,SIRI_id
87869,2024-01-10,Wednesday,22,70,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2.0,0,Dan,bus,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,22.0,10.91,22:00:00,22:26:36,27,29.0,2.0,24.2,22.6,59135875
105199,2024-01-11,Thursday,18,369,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית באר שבע/הורדה-באר שבע-12,1.0,2,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,באר שבע,ת.מרכזית באר שבע/הורדה,42.0,103.063,18:45:00,20:56:41,132,131.0,-1.0,46.8,47.2,59239503
86697,2024-01-10,Wednesday,19,66,הכובשים/דניאל-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,2.0,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,פתח תקווה,ת. מרכזית פ''ת/הורדה,43.0,15.787,19:47:00,20:40:20,53,64.0,11.0,17.9,14.8,59129171
104729,2024-01-11,Thursday,18,166,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->דרך מנחם בגין/קופת חולים-פתח תקווה-20,2.0,0,Dan,bus,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,פתח תקווה,דרך מנחם בגין/קופת חולים,34.0,18.462,18:10:00,18:54:59,45,51.0,6.0,24.6,21.7,59236471
19736,2024-01-08,Monday,10,190,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. רכבת הראשונים-ראשון לציון-2#,2.0,#,Egged,bus,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,ראשון לציון,ת. רכבת הראשונים,28.0,18.812,10:45:00,11:29:11,44,51.0,7.0,25.7,22.1,58730869
10463,2024-01-06,Saturday,21,7,מסוף עתידים-תל אביב יפו<->ביה''ח תל השומר/מיון-רמת גן-11,1.0,1,Dan,bus,תל אביב יפו,מסוף עתידים,רמת גן,ביה''ח תל השומר/מיון,43.0,12.943,21:45:00,22:30:59,46,49.0,3.0,16.9,15.8,58679063
66955,2024-01-09,Tuesday,19,238,הכובשים/דניאל-תל אביב יפו<->דרך מנחם בגין/קופת חולים-פתח תקווה-20,2.0,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,פתח תקווה,דרך מנחם בגין/קופת חולים,47.0,19.82,19:06:00,20:06:59,61,71.0,10.0,19.5,16.7,59012269
83918,2024-01-10,Wednesday,16,62,מסוף רדינג/רציפים-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,1.0,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,34.0,13.604,16:25:00,17:13:56,49,84.0,35.0,16.7,9.7,59111236
95608,2024-01-11,Thursday,9,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,Dan,bus,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34.0,10.239,09:32:00,10:08:34,37,60.0,23.0,16.6,10.2,59179558
90618,2024-01-11,Thursday,5,277,כביש 40/גבעת ברנר-קרית עקרון<->מסוף רדינג/הורדה-תל אביב יפו-2#,2.0,#,Egged,bus,קרית עקרון,כביש 40/גבעת ברנר,תל אביב יפו,מסוף רדינג/הורדה,37.0,28.292,05:10:00,06:18:03,68,83.0,15.0,25.0,20.5,59150043
71080,2024-01-10,Wednesday,5,39,מסוף רדינג/רציפים-תל אביב יפו<->מסוף עמידר-רמת גן-10,1.0,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,רמת גן,מסוף עמידר,37.0,11.944,05:05:00,05:46:59,42,60.0,18.0,17.1,11.9,59034334
32842,2024-01-08,Monday,5,111,עמק דותן/עמק יזרעאל-מודיעין מכבים רעות<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-11,1.0,1,Kavim,bus,מודיעין מכבים רעות,עמק דותן/עמק יזרעאל,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,25.0,35.701,05:20:00,06:05:59,46,67.0,21.0,46.6,32.0,58808668
13529,2024-01-08,Monday,5,506,מסוף שוהם-שוהם<->קלצ'קין-תל אביב יפו-10,1.0,0,Kavim,bus,שוהם,מסוף שוהם,תל אביב יפו,קלצ'קין,39.0,31.872,05:21:00,06:17:28,56,75.0,19.0,34.1,25.5,58694699
64954,2024-01-09,Tuesday,16,5,משרד הרישוי/הלוחמים-חולון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2.0,0,Dan,bus,חולון,משרד הרישוי/הלוחמים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,34.0,11.329,16:45:00,17:26:59,42,70.0,28.0,16.2,9.7,58999310
10399,2024-01-06,Saturday,21,70,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,1.0,0,Dan,bus,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,19.0,9.753,21:40:00,22:00:59,21,35.0,14.0,27.9,16.7,58678684
92502,2024-01-11,Thursday,6,172,מסוף רדינג/רציפים-תל אביב יפו<->חניון תמנע-חולון-10,1.0,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,חולון,חניון תמנע,53.0,17.211,06:46:00,07:44:59,59,96.0,37.0,17.5,10.8,59161276
100531,2024-01-11,Thursday,13,103,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->שבטי ישראל/לוי-מודיעין מכבים רעות-20,2.0,0,Kavim,bus,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,מודיעין מכבים רעות,שבטי ישראל/לוי,27.0,35.926,13:55:00,14:48:58,54,,,39.9,,59209643
105879,2024-01-11,Thursday,19,72,חניון אגד/חורשת היובל-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2.0,0,Dan,bus,חולון,חניון אגד/חורשת היובל,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,41.0,14.753,19:40:00,20:27:59,48,55.0,7.0,18.4,16.1,59243752
92095,2024-01-11,Thursday,6,37,הרצל / טרומפלדור-יהוד מונוסון<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,2.0,0,Metropolin,bus,יהוד מונוסון,הרצל / טרומפלדור,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,36.0,15.153,06:20:00,06:55:51,36,48.0,12.0,25.3,18.9,59158868
52660,2024-01-09,Tuesday,5,176,ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו<->שדרות ירושלים/מפרץ שלמה-חולון-1#,1.0,#,Egged,bus,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,חולון,שדרות ירושלים/מפרץ שלמה,23.0,12.607,05:45:00,06:15:59,31,57.0,26.0,24.4,13.3,58926021
19586,2024-01-08,Monday,10,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,Dan,bus,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34.0,10.239,10:38:00,11:14:34,37,61.0,24.0,16.6,10.1,58729931
44419,2024-01-08,Monday,15,364,מסוף גולדה/רציפים-תל אביב יפו<->מסוף משה ארנס/הורדה-פתח תקווה-20,2.0,0,Electra_Afikim,bus,תל אביב יפו,מסוף גולדה/רציפים,פתח תקווה,מסוף משה ארנס/הורדה,45.0,18.995,15:25:00,16:23:09,58,79.0,21.0,19.7,14.4,58877307
23662,2024-01-08,Monday,14,345,שדרות בן גוריון/יגאל הורביץ-קרית מלאכי<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,2.0,#,Metropolin,bus,קרית מלאכי,שדרות בן גוריון/יגאל הורביץ,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,19.0,45.242,14:10:00,15:00:38,51,84.0,33.0,53.2,32.3,58754687
99471,2024-01-11,Thursday,13,17,בי''ח וולפסון-חולון<->יוסף לוי/הכובשים-תל אביב יפו-20,2.0,0,Dan,bus,חולון,בי''ח וולפסון,תל אביב יפו,יוסף לוי/הכובשים,23.0,6.333,13:02:00,13:27:36,26,34.0,8.0,14.6,11.2,59203116
74396,2024-01-10,Wednesday,7,9,מסוף הטייסים-תל אביב יפו<->קריית חינוך-תל אביב יפו-20,2.0,0,Dan,bus,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קריית חינוך,41.0,14.458,07:50:00,08:33:28,43,70.0,27.0,20.2,12.4,59054297
60005,2024-01-09,Tuesday,12,130,שדרות החשמונאים/לב העיר-מודיעין מכבים רעות<->מסוף כרמלית/הורדה-תל אביב יפו-10,1.0,0,Kavim,bus,מודיעין מכבים רעות,שדרות החשמונאים/לב העיר,תל אביב יפו,מסוף כרמלית/הורדה,11.0,31.488,12:15:00,12:53:26,38,51.0,13.0,49.7,37.0,58968790
70688,2024-01-10,Wednesday,4,23,מסוף כורזין-גבעתיים<->מסוף כרמלית/הורדה-תל אביב יפו-20,2.0,0,Dan,bus,גבעתיים,מסוף כורזין,תל אביב יפו,מסוף כרמלית/הורדה,22.0,7.32,04:50:00,05:21:59,32,43.0,11.0,13.7,10.2,59032146
34065,2024-01-08,Monday,6,66,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,1.0,0,Dan,bus,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף כרמלית/הורדה,42.0,15.464,06:16:00,07:05:06,49,113.0,64.0,18.9,8.2,58816011
83857,2024-01-10,Wednesday,16,17,בי''ח וולפסון-חולון<->יוסף לוי/הכובשים-תל אביב יפו-20,2.0,0,Dan,bus,חולון,בי''ח וולפסון,תל אביב יפו,יוסף לוי/הכובשים,23.0,6.333,16:17:00,16:42:36,26,36.0,10.0,14.6,10.6,59110869
48501,2024-01-08,Monday,20,46,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2.0,0,Dan,bus,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,48.0,15.233,20:20:00,21:11:59,52,51.0,-1.0,17.6,17.9,58903611
93871,2024-01-11,Thursday,8,176,מסוף קריית שרת-חולון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,2.0,#,Egged,bus,חולון,מסוף קריית שרת,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,22.0,13.012,08:00:00,08:33:59,34,57.0,23.0,23.0,13.7,59169424
52453,2024-01-09,Tuesday,5,386,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->אוניברסיטת אריאל/כביש 31-אריאל-23,2.0,3,Tnufa,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,אריאל,אוניברסיטת אריאל/כביש 31,32.0,47.573,05:35:00,06:56:48,82,82.0,0.0,34.8,34.8,58924773
23389,2024-01-08,Monday,13,10,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-10,1.0,0,Dan,bus,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,57.0,20.631,13:58:00,15:03:09,65,86.0,21.0,19.0,14.4,58753091
10075,2024-01-06,Saturday,20,171,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-2#,2.0,#,Egged,bus,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,39.0,17.879,20:45:00,21:31:59,47,52.0,5.0,22.8,20.6,58676458
52090,2024-01-09,Tuesday,5,168,מסוף קרית אונו-קרית אונו<->מסוף כרמלית/הכרמל-תל אביב יפו-20,2.0,0,Metropolin,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף כרמלית/הכרמל,37.0,14.466,05:15:00,05:57:59,43,6.0,-37.0,20.2,144.7,58922502
17382,2024-01-08,Monday,8,635,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->בת חפר/שדרות עמק חפר-בת חפר-20,2.0,0,Kavim,bus,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,בת חפר,בת חפר/שדרות עמק חפר,31.0,45.919,08:30:00,09:25:43,56,4.0,-52.0,49.2,688.8,58717318
27286,2024-01-08,Monday,17,501,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מסוף רעננה/דרך השרון-רעננה-2#,2.0,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רעננה,מסוף רעננה/דרך השרון,41.0,22.151,17:45:00,18:42:23,57,146.0,89.0,23.3,9.1,58777671
51436,2024-01-09,Tuesday,4,52,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף עתידים-תל אביב יפו-10,1.0,0,Dan,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,תל אביב יפו,מסוף עתידים,32.0,11.272,04:52:00,05:29:06,37,58.0,21.0,18.3,11.7,58918727
79722,2024-01-10,Wednesday,12,71,מסוף קניון הזהב-ראשון לציון<->קריית חינוך-תל אביב יפו-2#,2.0,#,Egged,bus,ראשון לציון,מסוף קניון הזהב,תל אביב יפו,קריית חינוך,45.0,19.688,12:40:00,13:35:59,56,110.0,54.0,21.1,10.7,59086131
103815,2024-01-11,Thursday,17,572,מסוף אונברסיטת ת''א-תל אביב יפו<->תחנה מרכזית כפ''ס/הורדה-כפר סבא-2#,2.0,#,Metropolin,bus,תל אביב יפו,מסוף אונברסיטת ת''א,כפר סבא,תחנה מרכזית כפ''ס/הורדה,48.0,19.522,17:05:00,18:08:41,64,63.0,-1.0,18.3,18.6,59230457
102131,2024-01-11,Thursday,15,46,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,1.0,0,Dan,bus,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,בת ים,מסוף בית העלמין/הורדה,50.0,15.169,15:23:00,16:14:50,52,93.0,41.0,17.5,9.8,59219498
30078,2024-01-08,Monday,22,74,מסוף רדינג/רציפים-תל אביב יפו<->ת. רכבת הראשונים-ראשון לציון-1#,1.0,#,Egged,bus,תל אביב יפו,מסוף רדינג/רציפים,ראשון לציון,ת. רכבת הראשונים,38.0,19.805,22:10:00,22:59:59,50,57.0,7.0,23.8,20.8,58794622
64407,2024-01-09,Tuesday,15,168,מסוף קרית אונו-קרית אונו<->מסוף כרמלית/הכרמל-תל אביב יפו-20,2.0,0,Metropolin,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף כרמלית/הכרמל,37.0,14.466,15:45:00,16:27:59,43,1.0,-42.0,20.2,868.0,58995718
88385,2024-01-11,Thursday,3,301,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,2.0,#,Egged,bus,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,66.0,62.851,03:30:00,05:16:11,106,117.0,11.0,35.6,32.2,59138353
53337,2024-01-09,Tuesday,6,600,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,Metropolin,bus,נתניה,ת. מרכזית נתניה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,27.0,32.171,06:15:00,07:15:59,61,86.0,25.0,31.6,22.4,58930036
21325,2024-01-08,Monday,12,236,החרושת/מעלה המגדל-אור יהודה<->מסוף כרמלית/הורדה-תל אביב יפו-20,2.0,0,Metropolin,bus,אור יהודה,החרושת/מעלה המגדל,תל אביב יפו,מסוף כרמלית/הורדה,36.0,13.37,12:10:00,12:51:59,42,86.0,44.0,19.1,9.3,58740548
88751,2024-01-11,Thursday,3,321,תל חי/ברקת-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-11,1.0,1,Electra_Afikim,bus,אשדוד,תל חי/ברקת,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,43.0,41.202,03:50:00,04:52:20,62,52.0,-10.0,39.9,47.5,59140061
101317,2024-01-11,Thursday,14,267,מסוף עמידר-רמת גן<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2.0,0,Dan,bus,רמת גן,מסוף עמידר,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,27.0,8.009,14:40:00,15:13:38,34,50.0,16.0,14.1,9.6,59214585
51709,2024-01-09,Tuesday,5,253,עבד אל כרים קאסם/אל ח'ליל-כפר קאסם<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-10,1.0,0,Electra_Afikim,bus,כפר קאסם,עבד אל כרים קאסם/אל ח'ליל,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,25.0,26.955,05:00:00,05:35:59,36,51.0,15.0,44.9,31.7,58920157
37001,2024-01-08,Monday,8,88,מסוף קריית שרת-חולון<->יוסף לוי/הכובשים-תל אביב יפו-2#,2.0,#,Egged,bus,חולון,מסוף קריית שרת,תל אביב יפו,יוסף לוי/הכובשים,47.0,13.428,08:55:00,09:43:53,49,67.0,18.0,16.4,12.0,58833044
92411,2024-01-11,Thursday,6,347,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->דפנה/התדהר-רעננה-2#,2.0,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רעננה,דפנה/התדהר,31.0,23.384,06:40:00,07:34:59,55,78.0,23.0,25.5,18.0,59160741
22364,2024-01-08,Monday,13,116,מסוף קרית אונו-קרית אונו<->קלצ'קין-תל אביב יפו-20,2.0,0,Dan,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,קלצ'קין,32.0,17.044,13:02:00,13:47:29,45,66.0,21.0,22.7,15.5,58746869
41076,2024-01-08,Monday,12,845,ת. מרכזית ק''ש/רציפים-קרית שמונה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,2.0,#,Egged,bus,קרית שמונה,ת. מרכזית ק''ש/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,46.0,165.993,12:30:00,15:20:00,170,179.0,9.0,58.6,55.6,58857547
39781,2024-01-08,Monday,11,33,איצטדיון וינטר-רמת גן<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,Dan,bus,רמת גן,איצטדיון וינטר,תל אביב יפו,מסוף רדינג/הורדה,41.0,14.839,11:28:00,12:24:00,56,74.0,18.0,15.9,12.0,58849756
104590,2024-01-11,Thursday,18,320,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,Electra_Afikim,bus,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,19.0,36.766,18:00:00,18:48:59,49,53.0,4.0,45.0,41.6,59235589
11045,2024-01-08,Monday,3,289,חניון תמנע-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2.0,0,Dan,bus,חולון,חניון תמנע,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,54.0,20.539,03:20:00,04:27:43,68,66.0,-2.0,18.1,18.7,58682021
71251,2024-01-10,Wednesday,5,567,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->תחנה מרכזית כפ''ס/הורדה-כפר סבא-2#,2.0,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,כפר סבא,תחנה מרכזית כפ''ס/הורדה,26.0,21.012,05:12:00,05:52:58,41,75.0,34.0,30.7,16.8,59035279
